BPM,Gaming,Concentration,Sleep,Exercise,Tiredness,Stress,Happiness
88.1523,3.0196,4.7886,8.8401,2.9854,0.9998,7.5593,2.1223
99.5773,9.3466,4.9765,5.511,4.0329,7.8017,2.9923,6.966
90.4556,6.3283,6.7014,6.0371,3.1611,6.0189,2.7325,6.5776
74.035,2.3114,6.0266,6.5359,4.2611,3.8177,6.5213,1.5471
120.0716,9.8812,6.4094,8.0141,2.0811,4.6621,4.7796,10.0797
50.213,0.8518,7.9734,7.8355,9.6311,2.29,2.9413,8.6035
110.2283,6.4934,-0.0531,1.8845,-0.2752,9.7448,10.0123,0.1936
119.64,9.9812,-0.1671,0.0732,0.2661,0.261,9.8629,0.3165
76.4398,5.1288,8.2977,7.896,6.7754,6.5706,-0.4633,9.2342
70.2305,9.2287,3.8301,5.4219,4.1214,5.1725,2.8065,5.7818
78.7785,10.4409,2.5342,7.5798,3.0367,8.1868,2.7223,8.4012
65.7492,6.8803,5.0769,6.9416,6.1094,5.1574,7.4329,4.5799
66.5827,8.3119,6.9239,5.3646,6.5412,3.0341,5.215,2.6628
68.0101,5.2044,7.1413,7.5467,6.8343,6.9492,-0.1038,9.6343
72.4755,6.1237,3.7108,4.9298,4.4856,4.772,4.36,5.6712
71.9286,7.7668,4.863,7.4588,3.838,6.0154,4.7763,8.3151
73.0399,6.2472,6.0722,7.2829,5.7898,3.4727,5.022,3.3509
80.0766,9.7713,7.3926,6.6931,2.4915,2.074,6.0325,4.1187
81.5816,4.9129,6.3512,5.8937,4.963,6.1327,6.4347,1.6154
87.9738,3.3062,5.4835,9.4149,2.8892,1.1959,8.2481,2.4031
99.7896,9.1527,5.4058,5.919,4.1031,7.5628,3.4062,6.8324
89.5811,5.5604,6.7288,6.0148,2.5269,5.9924,3.0741,7.3956
74.3194,2.338,5.7836,7.3213,4.139,4.4619,6.5788,1.9662
120.1701,10.0383,5.7906,7.5106,2.1725,5.0168,4.6441,9.6459
50.0284,0.6494,7.5126,8.412,10.3273,2.3118,2.5335,8.7378
110.4355,6.4645,-0.4157,1.9025,-0.4878,10.2599,10.2503,0.4
120.0111,10.21,0.4979,0.2118,0.0067,0.4938,10.0202,-0.2271
75.6437,5.0107,8.2688,7.688,7.3698,7.4621,0.4137,9.1283
69.8602,9.2203,4.4445,4.9755,3.9081,4.9169,2.8193,5.5504
78.7971,10.3246,3.2791,7.8962,3.0785,8.2047,3.2726,8.2965
66.4988,6.952,5.0594,6.9575,5.7051,5.4932,7.418,5.0823
66.6083,8.042,7.3359,5.2734,7.0199,3.2149,5.1581,3.3504
67.5336,5.1341,7.2967,8.002,6.9466,6.5887,0.1277,9.7001
72.0862,6.0395,4.116,5.4894,3.7938,4.5622,4.1299,6.3937
72.0884,8.3089,5.3598,7.2156,4.3149,6.3119,4.8001,7.746
72.6543,6.4458,6.2901,7.2378,6.2344,3.1397,5.0833,2.8597
80.2576,9.5956,6.8292,7.036,1.9939,1.5748,6.0698,3.8887
81.6305,5.2769,5.799,5.9359,5.1752,5.8346,5.6542,1.7048
88.0036,3.1302,4.9538,9.0342,2.5085,0.5263,8.0941,1.8375
100.4648,8.8611,5.4638,5.9918,4.4159,7.8665,2.6752,6.66
89.6068,5.6919,7.0919,5.6921,2.8233,5.8427,2.9031,6.8293
73.7264,1.7932,5.6502,6.6605,4.3107,3.9196,7.2845,1.6134
119.9939,10.2213,5.9843,8.2751,2.1204,5.4217,4.7161,10.0819
50.3292,0.6166,7.7857,8.1166,9.7499,1.5478,3.0577,8.7723
110.2737,6.3971,-0.0745,2.0054,-0.0299,9.7192,9.8037,-0.4851
119.9321,9.8573,-0.0652,0.2475,-0.4029,-0.4936,10.4529,0.2566
76.4424,5.3233,7.5964,8.0659,6.5321,7.3065,-0.3572,8.8519
70.3809,8.5233,3.867,5.328,3.8536,5.4491,3.1367,6.0299
79.383,10.3324,3.2076,7.625,3.2249,7.5936,2.5412,7.866
65.8015,6.6088,5.4395,6.5445,6.3714,5.4308,7.0997,4.9063
66.6477,8.0425,6.8354,4.8856,7.1268,2.976,4.9148,3.4901
67.7323,4.8093,7.333,7.5838,7.4453,7.454,-0.0365,10.0058
71.7054,6.2544,3.5859,4.7894,4.1613,4.7462,3.8743,6.4032
72.4401,8.2842,4.5645,6.5325,4.451,5.7281,4.5415,7.6032
73.0919,6.1838,6.3809,6.6497,6.2944,2.6448,5.1593,2.5134
79.897,9.7248,6.7904,7.0746,1.7159,2.4634,6.4195,4.378
82.4814,4.9785,5.604,5.8907,5.3466,5.8604,5.922,2.1815
88.0384,3.2309,4.6141,8.7031,2.5931,1.354,7.521,2.3756
100.3875,8.6426,5.159,6.2442,3.8799,8.4373,3.4953,6.5079
89.9865,6.0384,7.4755,5.9304,2.5005,6.1347,2.8093,6.7014
74.4335,1.5915,5.7425,7.0994,3.6562,3.9045,6.7236,2.3016
119.872,10.0751,6.0612,8.4644,2.1156,4.6525,4.8125,9.9272
50.4824,0.7092,7.9341,8.3932,10.28,1.5713,2.887,8.5435
110.1222,5.631,0.0101,2.0801,0.4369,9.7857,10.4064,0.0668
119.5026,10.1918,-0.0523,-0.2428,0.2727,-0.3235,9.5742,-0.2177
75.6755,5.3523,8.2983,8.1331,6.5379,6.7775,0.4666,8.7451
69.8141,9.0529,4.1449,5.0906,3.9372,5.1866,3.1276,5.9996
79.2785,10.0742,3.2107,8.2309,3.4954,7.8164,3.0705,8.0985
66.2868,7.3239,5.3334,6.8024,5.7778,4.6027,6.8166,4.9095
66.9311,8.0353,6.6212,5.1765,7.1471,3.3147,4.806,3.3414
67.9104,5.1751,7.3761,8.3748,7.4107,6.735,0.1025,9.6816
72.4813,6.49,4.1797,4.6024,4.1883,4.5905,4.4244,5.5478
71.6674,7.533,5.2256,6.9796,3.9064,6.0541,4.8355,7.8364
72.9157,6.2541,5.701,6.9519,5.5153,2.7704,5.0054,3.0619
80.0709,10.2115,6.9753,6.632,2.2881,1.5877,6.3767,3.7653
81.5457,5.4393,6.1041,6.1003,4.6219,5.8127,5.5492,1.7236
87.8541,2.9038,5.0238,9.3161,2.8614,0.9751,7.7541,1.6322
99.6491,8.707,5.1202,5.5409,4.4564,7.6056,3.4845,7.1801
90.118,6.3569,7.0344,6.1044,2.6893,5.686,2.9003,7.3635
73.5508,2.1767,6.0456,6.8848,4.3116,4.3126,7.3767,1.9159
119.7097,9.801,6.4458,7.8896,2.3381,4.9024,5.4862,9.673
49.5152,0.9882,7.8337,7.5631,10.0837,1.5922,3.4414,8.7184
110.1823,5.5024,0.0125,1.8917,0.1572,9.6058,9.633,-0.4013
119.7992,10.2903,-0.1672,0.2383,0.4356,-0.3659,9.9178,0.212
76.2658,4.5289,7.905,8.4096,7.232,6.8177,-0.4213,9.4282
69.6139,9.4489,4.3507,5.222,3.625,5.4016,2.8117,6.4489
78.8679,9.9491,2.7193,7.6256,2.5245,8.4584,3.3278,8.3028
65.6306,7.309,4.8334,7.4098,6.4388,4.682,7.1787,5.2043
67.4899,8.4801,7.2323,4.544,6.6989,3.2387,5.2042,2.9325
68.4625,4.8171,7.0677,8.1017,6.5073,6.9522,0.4171,10.2281
72.2305,6.2222,3.6909,4.5725,3.5758,5.498,3.8241,5.9457
72.0673,7.6879,4.9462,7.4689,3.9199,5.6184,5.2242,8.4791
72.7055,6.3295,6.2067,7.4458,6.0841,2.7407,5.1845,2.6226
80.2299,10.3223,6.9488,7.3713,1.9038,1.7777,6.1188,4.3952
82.1977,4.8738,5.5687,5.5657,4.6653,6.2929,6.444,1.6931
87.958,3.3464,5.124,9.0149,2.5708,0.8452,7.8339,2.1286
99.6821,8.9494,4.9371,6.3286,4.2686,7.8654,2.9275,7.2299
89.6861,5.5455,6.7224,6.2196,3.2814,6.1853,3.3696,7.0996
73.5398,1.8684,6.2076,7.0148,4.1552,4.4109,7.0497,1.8257
119.9287,9.8798,5.9912,7.8695,2.0156,4.8531,4.8959,9.7449
49.6873,1.0407,7.7783,8.1313,9.8159,1.5297,3.3729,8.7557
110.0364,6.0513,0.2141,2.241,-0.4487,10.0656,9.6534,0.0759
120.3632,9.7774,-0.3041,0.1788,-0.0784,-0.4687,9.8888,-0.4568
76.4461,5.4746,7.6308,7.7913,6.8406,6.766,-0.1724,9.3326
70.4131,9.4595,4.2962,5.472,4.056,5.0282,3.0131,6.0589
79.4284,10.314,3.0876,8.0633,3.3513,8.3322,3.001,8.4289
66.2036,6.6883,4.8477,7.1909,5.7031,4.6832,6.8752,5.2156
66.801,8.1186,7.1654,4.788,6.5441,2.5196,4.5302,3.4724
67.775,4.5674,7.3711,7.5801,6.626,7.0978,0.36,9.7145
72.3479,6.2801,3.9887,4.5062,3.9403,4.6058,4.4689,6.0721
72.0141,7.6617,4.8973,6.78,3.5588,5.933,4.6849,7.9084
73.3477,5.6756,6.393,6.592,5.8909,3.402,5.2041,3.2974
79.6308,10.0331,7.1332,6.6866,2.3423,1.5974,5.7549,3.5679
82.156,4.9777,5.6208,6.2566,5.4293,6.4386,5.778,1.8616
87.7182,2.5769,4.7465,9.0766,2.7545,0.9423,7.8824,1.5735
99.7347,9.3714,4.6673,6.4258,4.0859,7.5586,2.5079,6.7724
90.1793,5.8892,7.4348,6.1466,3.0868,6.0819,2.7467,7.3619
74.1682,1.7272,6.1985,7.4163,3.586,4.0383,6.5291,2.0439
119.6359,9.6743,6.0847,7.8957,1.9089,5.1745,5.3062,10.4627
49.9496,1.1964,7.7585,8.2359,10.4542,2.2263,2.8964,8.8253
109.5337,6.0756,-0.3151,2.0667,0.4513,9.5583,10.3033,-0.4167
119.8501,9.7703,0.0969,-0.4006,-0.1941,-0.2911,10.4452,-0.464
75.8022,4.6626,8.3068,7.8976,7.4052,6.957,0.2382,8.8589
69.7806,9.0795,4.3138,5.3362,3.8932,5.0687,3.0147,6.082
79.2993,10.4035,2.8657,7.9312,3.3839,8.0185,3.0389,8.3541
65.7697,7.2278,4.6135,7.1474,6.1208,5.4876,7.2848,5.2679
67.2774,8.4156,7.2594,5.1817,7.0512,2.5395,5.35,3.4792
68.4977,5.2563,6.8851,7.6706,6.9106,6.6816,0.1428,9.894
72.344,6.281,3.511,5.1219,3.6437,5.3973,4.4095,5.8432
72.0578,7.8945,5.0015,7.1019,4.2497,5.8034,5.3345,8.2184
72.9984,6.4939,5.7484,6.7149,5.5188,3.4712,4.5396,3.2775
80.0583,9.7265,6.9663,6.7054,2.2712,1.6393,6.1262,3.7404
82.2086,4.5076,5.8993,6.2985,4.8674,5.5573,6.1027,2.3724
88.3483,3.308,5.1163,9.1323,3.0044,1.4469,7.7275,1.7447
99.6463,9.4786,4.6338,5.8064,4.4037,7.9321,2.8611,7.0241
90.4486,5.5387,7.2897,5.7629,2.8599,5.983,3.14,6.8856
73.7951,1.5994,6.1916,6.6327,3.8734,3.7956,6.8498,1.7795
119.8454,10.132,5.6246,7.7611,2.0836,5.1119,4.7931,10.4736
49.8148,1.1371,7.6241,7.7595,10.0562,2.1427,2.6114,9.2178
109.8476,6.4283,0.4162,1.9914,0.3044,10.4855,10.1987,0.1416
119.9042,10.2345,-0.4986,0.2301,-0.1009,0.2051,10.1733,-0.4357
75.5895,5.4967,7.7899,8.4959,6.8625,7.0874,-0.1164,9.3773
69.9116,9.0825,4.3938,5.205,4.3779,4.8678,3.448,5.673
78.8769,9.7388,3.4821,8.4188,3.4455,8.3756,3.0404,8.4504
66.3569,7.2443,5.1015,6.6091,6.4051,4.5193,6.7184,4.8226
66.6967,7.8681,7.2345,5.0362,6.6459,3.0579,5.2235,2.8904
68.3681,5.0047,7.0924,7.8811,7.0378,7.1428,0.4113,10.0989
72.0498,5.7159,4.1187,5.3572,3.7969,4.7027,3.9062,5.8502
72.4371,8.4502,5.1506,7.0677,3.7767,6.3649,5.069,8.454
72.6436,5.8478,6.2241,7.4597,6.1009,3.3963,5.3454,2.6304
80.3165,9.8576,6.5562,6.8119,2.4582,1.6434,5.7922,3.5566
82.4167,5.1181,5.5134,5.8112,5.4112,6.1021,5.8156,2.0262
87.5403,3.1568,4.7866,9.0816,3.0154,0.9813,8.252,2.3605
99.9072,8.6361,4.9088,5.9896,3.5894,8.1896,2.8124,6.6859
89.6759,6.1742,6.688,5.612,2.9929,5.7667,2.9155,6.6196
74.4248,2.2226,5.7898,7.3843,3.9262,4.1657,6.8392,1.5621
120.4096,10.3142,5.608,8.3697,1.9712,4.8482,4.7215,9.593
50.1407,1.1868,8.2191,8.3305,9.8321,1.6203,2.6034,9.4851
109.7092,5.724,0.4944,1.7461,0.4095,9.8917,10.2155,-0.0054
120.0638,10.1568,0.0113,-0.022,-0.3036,-0.4947,9.5259,0.3224
75.5332,5.4318,7.883,7.6872,6.7748,7.4973,-0.0326,9.4598
70.439,9.0174,4.0297,5.4999,4.1567,4.6345,2.7952,5.5045
78.5487,10.4235,3.0047,8.3206,3.0177,8.4561,3.2859,8.4426
65.6484,6.7987,4.5218,7.1324,5.9198,4.8808,7.3424,4.805
67.2117,7.814,7.2127,4.5836,6.5728,2.8485,4.6447,2.6478
68.078,4.5994,7.4945,7.6901,7.4343,7.1313,-0.1116,10.0999
72.2676,5.5281,3.8144,4.6801,3.8633,4.9989,3.9064,6.075
71.6649,7.6399,4.8267,7.3288,3.7107,5.9028,4.9073,7.5755
73.3243,6.1204,5.7087,6.5634,6.2572,3.0026,4.9668,3.1
79.8949,10.4303,7.3498,6.7235,2.2977,1.9678,6.1906,3.62
81.7718,4.9956,6.0532,5.5134,4.8762,6.3246,6.3365,2.162
88.3072,2.633,4.9056,9.3068,3.0347,0.7301,8.3006,1.6316
100.0321,8.9414,4.7348,6.1506,3.6305,8.2641,2.7358,6.7982
90.4991,6.4431,7.3066,5.5545,2.779,6.2328,2.5147,7.3415
73.6332,1.6818,6.0112,6.5754,4.2691,3.5854,7.3772,1.6786
119.585,10.3931,6.1317,8.3546,2.2201,4.5877,5.3258,9.8547
49.5147,1.3015,7.5658,7.8389,9.9111,1.7886,2.8014,8.7856
110.2133,6.2633,0.0547,2.3466,-0.3914,9.5825,9.5355,0.0329
119.899,9.6002,-0.4316,0.2032,0.2181,0.0074,10.4643,0.1363
75.7801,5.2361,7.511,8.0845,7.4984,6.926,-0.4469,8.5285
70.2112,8.8117,4.3748,5.2048,4.2401,5.4368,3.2692,6.3418
79.4225,10.0634,2.5192,8.4072,3.0613,8.0059,2.7495,7.8618
65.9832,6.5398,5.2237,7.4245,5.5676,5.2957,6.9672,4.7377
67.3622,7.5979,6.6298,5.2328,6.5819,2.7683,4.6438,2.7969
68.1069,5.1897,6.599,8.361,7.4809,7.4688,-0.2581,10.1906
71.8424,6.4733,4.1755,4.9353,3.5088,4.5541,4.4089,6.0409
71.6651,8.2576,4.7173,7.2649,3.9549,5.8593,4.6807,8.0412
72.6998,6.0697,6.0841,7.1572,6.3151,2.6913,4.5423,2.7926
79.5549,9.5037,7.1201,6.5986,2.2549,1.8837,5.8377,4.1826
82.4162,5.1841,5.7436,6.417,4.5918,5.6106,6.4234,1.8986
87.7662,3.1429,4.5663,8.5953,3.1326,1.2729,7.8975,2.3535
100.1154,8.568,4.9808,6.426,4.2269,8.4587,2.8693,6.7059
90.2881,6.0686,6.5759,6.3586,2.5144,6.498,3.1576,6.5038
73.914,2.2803,6.2866,6.6227,3.9447,4.1385,7.1293,1.6065
119.7965,9.9515,6.1767,7.5911,2.223,5.4049,5.4508,9.6879
49.5039,0.9911,7.9043,8.3782,10.3536,2.246,3.1281,8.7917
110.416,6.1177,0.2768,1.5485,0.4592,10.4301,9.782,0.1123
120.2749,10.4406,-0.4393,0.0781,0.1792,0.2788,9.9728,-0.0955
75.749,4.7037,8.16,8.3372,7.0043,7.3761,-0.1981,9.2847
70.3635,8.7262,3.9324,4.6936,3.6902,5.4833,2.9627,6.0377
78.7479,9.8131,3.057,7.8498,3.4554,8.4161,3.1187,8.0663
66.1141,6.9013,5.1055,7.2887,6.269,4.6171,7.4459,4.619
67.0877,8.3561,6.8365,5.23,6.7283,2.6943,5.0997,3.1235
68.1608,5.0599,6.6903,8.3839,7.0581,7.3679,-0.4457,10.1947
72.3854,5.7061,3.8753,4.8482,4.3708,5.3638,3.5309,5.6748
72.4939,8.414,4.7029,6.9359,4.439,6.2882,4.9088,7.8181
72.5671,6.198,5.9441,7.1984,6.3839,3.4656,4.5576,2.7597
80.4368,9.973,7.0808,7.016,2.4873,1.5761,6.412,3.8967
81.7072,5.4397,5.83,5.7589,5.2965,5.5531,6.1581,1.7634
87.8608,3.1025,4.9481,9.11,2.5539,0.8861,8.0688,1.9746
99.6563,8.5851,4.6441,6.4597,3.9354,8.0766,3.3689,6.7977
89.6683,5.6155,6.7289,6.3446,3.4538,5.6106,2.7831,6.9107
74.4016,2.2191,5.9804,6.7294,3.6818,3.7537,6.9166,2.0533
119.9945,9.7004,6.0783,7.9801,1.9579,4.6414,4.9261,10.4826
49.6865,1.2503,7.6014,7.7215,9.9775,2.0843,3.0874,9.3699
109.5307,6.0564,0.0542,1.7036,0.4156,10.0581,9.5703,0.1026
120.1987,9.5587,-0.435,0.4626,-0.0014,0.2666,10.2571,-0.4729
75.7437,5.374,8.2488,7.7412,6.7348,7.0138,0.4486,8.5145
70.1435,8.7236,3.641,4.9702,3.6062,4.8356,3.0598,6.1484
78.6854,9.5708,3.3748,8.0544,3.1831,7.5203,2.911,8.1868
65.8009,6.6619,4.9656,6.676,6.4224,5.3056,6.5932,4.8285
67.1006,7.5655,6.5935,4.9159,6.6615,2.767,5.3647,3.242
68.4762,5.2317,6.7227,8.0505,6.799,6.8702,-0.4562,9.5132
72.2682,5.9592,3.5205,5.0295,4.0709,4.7755,4.3025,5.5249
71.6185,7.8471,5.1491,7.4754,4.0699,6.3801,5.0084,7.592
72.5315,6.3446,5.9893,7.2735,5.6052,2.9181,5.2894,3.2836
80.3744,9.5439,6.8384,6.5208,2.1304,1.6331,6.2469,4.1585
82.2524,4.7142,6.2345,6.3658,4.6866,6.1874,6.1031,2.3887
88.4454,2.6481,5.0845,9.0396,2.5049,1.0033,8.3198,2.3346
99.9439,8.9083,4.5918,6.3501,3.822,7.9045,3.3725,6.9958
90.2553,6.2981,6.5765,5.9128,2.848,5.6047,2.6765,7.1963
74.1718,2.2016,6.4475,6.5833,3.5536,3.5266,7.0176,2.2907
120.1624,9.7047,6.0978,8.4191,2.2758,5.2928,4.5393,10.0869
49.9062,1.2916,7.6572,8.3584,9.8889,1.9013,3.1568,9.3229
110.4466,5.9461,0.2493,2.2626,-0.1754,9.6655,9.809,0.0583
119.8193,10.238,0.1263,-0.2839,0.3648,-0.3117,9.5748,0.0603
75.5574,4.8453,7.7075,8.4566,6.7779,6.8619,-0.1333,8.7106
69.6665,8.8645,3.7958,5.3199,4.3623,4.9507,2.531,6.0125
79.326,10.1734,3.0165,7.9067,3.0519,8.4537,2.5526,8.0962
65.8713,7.2182,4.724,6.8119,5.9123,5.4399,6.5581,5.1081
67.1203,7.8858,7.27,5.2487,7.0571,3.1994,4.5125,2.5375
67.6039,4.5918,7.3678,8.0704,6.6511,7.167,0.3058,9.572
72.0395,6.1314,3.996,4.8466,4.0074,4.8128,4.33,5.5072
71.9425,7.7111,5.1159,7.107,3.8283,5.8791,4.5249,8.251
72.6828,6.3747,5.5192,7.1062,5.8974,3.0139,5.1525,2.9062
80.4544,9.6942,7.332,7.1221,1.8942,1.8397,6.2499,3.8361
82.002,4.7523,5.8007,6.1493,4.7719,6.1759,6.4158,2.2325
87.7546,2.5955,5.2888,8.5572,2.7523,0.5922,7.841,1.5379
99.649,8.7948,5.3565,6.3735,3.6899,8.2639,2.6019,7.3586
89.8466,6.0726,6.965,5.5918,2.8869,6.0665,3.4642,6.5991
74.15,2.1562,6.1688,7.337,4.0499,4.4864,7.0496,2.4101
120.0159,10.1742,6.3059,8.0414,1.9478,4.7694,5.3066,9.5248
50.4213,0.9918,7.5617,7.6739,9.6673,2.337,2.9088,8.8767
109.5732,6.0043,0.2973,2.2544,-0.011,9.7917,9.9355,0.2042
119.547,9.6494,0.0033,-0.219,0.0046,0.1507,9.5863,-0.2976
75.9526,5.3153,8.2626,8.1978,7.3985,6.9125,0.056,9.2769
70.0248,9.2083,4.1299,5.1542,3.8953,4.9967,3.0766,5.9983
79.1198,10.0169,2.5672,7.6663,3.1331,7.8704,2.5956,8.3496
65.5883,7.3608,5.1,6.9158,5.5016,5.0602,7.3021,4.6302
66.9484,7.9109,6.9216,5.3552,6.9671,2.9233,5.3951,2.9935
67.8406,5.1161,7.33,8.1523,6.986,6.8876,0.2182,9.6772
72.2724,5.9374,3.8595,5.1647,3.7469,5.3157,3.5234,6.0124
71.8859,8.1921,5.3764,6.514,3.7698,5.5045,5.075,8.2679
73.4964,5.8502,5.5105,6.8557,6.2228,2.6838,5.0251,2.9556
79.7884,9.5262,6.9829,7.131,1.6981,1.8918,5.5278,3.9152
82.1434,5.3902,5.995,5.8116,5.1235,5.6049,6.0996,2.1478
88.1444,2.9349,4.8945,9.4616,2.5602,1.1065,8.2587,2.2448
99.6814,8.606,4.7292,6.4034,3.8402,8.2569,3.4674,6.8332
90.3802,6.2043,6.8135,5.7786,3.3317,5.6549,2.6652,7.2659
74.4119,1.7503,6.2898,6.8995,4.3444,4.0663,7.3621,1.6173
120.0478,10.0658,5.7308,8.2674,1.5104,5.0409,4.9197,10.3123
50.3086,1.2737,8.2762,7.628,9.7175,2.4466,3.3379,9.424
109.6388,6.1937,0.138,2.425,0.278,9.6591,9.5337,-0.1318
119.8025,9.9384,0.2248,0.2491,0.1034,0.4209,9.5556,-0.2761
75.9862,5.0761,7.8176,8.1238,6.9366,6.5044,-0.2876,8.565
69.5408,9.0137,4.3751,5.3742,3.6134,5.2996,3.4223,6.3097
79.0999,9.8551,2.7089,8.3439,2.5009,8.0932,3.1022,8.0858
65.6483,7.2779,4.9969,7.3146,5.9037,4.9664,7.3624,5.0625
67.2655,8.301,6.7597,4.6113,7.3901,3.4333,5.2593,2.7784
67.6689,4.9057,7.2154,7.6744,6.8738,7.2647,-0.3472,9.8999
71.8487,6.0204,4.2661,4.8095,4.2843,4.5559,3.9992,5.6242
71.5607,8.1231,4.9324,6.6276,3.5111,6.0317,5.128,7.5687
73.2686,6.1175,6.1414,7.1992,6.0098,2.5626,4.8373,3.4017
80.2891,9.8813,7.1571,7.0515,1.5991,1.9936,5.6344,4.2223
81.72,5.2533,6.1322,6.2723,4.926,5.983,6.3199,1.7534
88.3946,2.6543,5.4629,8.7833,3.4978,1.2744,8.26,1.9407
99.645,8.736,5.1286,6.2304,4.1172,8.3078,3.2155,7.2929
90.0859,5.8333,6.9462,6.0317,3.0044,5.503,3.3848,6.512
74.475,1.5495,6.3822,6.6532,4.4014,4.2874,6.6952,2.3834
120.2847,9.8918,6.1422,7.7579,2.4157,4.9817,5.2062,10.0882
49.9282,0.6687,7.8088,7.6839,9.8582,2.4588,2.8695,9.4384
109.7899,6.1234,-0.1326,2.3738,0.2469,9.793,10.1678,-0.1627
119.6132,9.9513,-0.4203,-0.2083,-0.4361,0.0302,10.1051,-0.3331
75.9477,4.514,8.4429,7.8612,6.7469,6.9697,0.0706,8.9487
69.5117,8.5266,4.081,5.3955,4.1727,4.8156,3.2964,6.2215
78.5965,10.4955,2.8485,8.2721,3.2416,8.3895,2.9317,7.6256
66.4603,7.1235,4.6442,6.7113,6.2668,5.0715,7.4237,5.0354
67.0124,7.6349,7.4879,4.7953,6.8949,2.6341,5.2094,2.5355
67.712,5.3886,6.9431,8.0191,7.1797,6.9914,0.4242,9.8057
72.3494,6.0114,3.8404,4.7525,4.3063,5.0037,3.8029,6.4258
71.6456,8.4715,5.321,7.3549,3.5328,5.7464,5.4289,7.8908
73.1008,6.1086,6.1491,7.1559,5.5064,3.1382,5.0995,3.1422
80.3383,9.9186,6.9308,7.3703,1.8996,1.5022,5.9802,4.4795
82.4193,5.1603,6.364,5.8876,4.6297,6.1341,6.0998,2.3481
88.3641,3.2298,5.0834,8.5452,2.8657,0.8637,7.7791,2.0315
100.1621,9.053,5.0924,5.9095,3.7264,8.4189,3.1741,7.3081
89.8492,6.182,7.1245,5.5649,3.2253,6.4338,2.7531,6.9493
74.2622,1.5042,6.2439,6.9999,4.0107,4.2757,7.0081,2.2459
120.2694,9.7489,6.2936,8.1898,2.4465,5.165,4.7818,9.7795
50.1782,0.7234,8.1685,8.3135,9.5473,2.0553,2.5072,9.0193
110.1754,6.3128,0.0589,2.4445,-0.3319,10.0249,10.486,0.0151
120.497,10.094,-0.0873,0.0039,0.2248,0.1819,10.1187,0.1979
76.1794,4.9344,8.145,7.5055,7.3017,6.7906,-0.4336,9.0906
70.0748,9.0009,3.9391,5.2928,4.3888,4.9946,2.6549,6.0719
79.3471,9.9417,3.1594,7.7342,3.0938,8.0411,3.419,8.4164
65.7918,7.1535,4.6668,6.5408,6.4482,4.7794,6.6815,4.8614
66.8938,8.0787,7.0147,5.0954,6.758,2.8595,5.3596,3.1637
67.8738,5.4642,6.6876,7.9205,6.8369,6.6412,-0.0248,9.5292
71.8713,5.7255,4.0229,5.1266,4.3284,5.1237,3.6834,5.7452
71.8619,8.4727,5.152,7.4685,3.5114,5.6161,4.8164,8.4856
73.4848,6.2748,6.0428,6.8349,5.9639,3.2278,4.8316,2.8008
79.6164,10.0359,7.0879,7.438,2.0306,1.8024,5.6682,4.4565
81.8341,4.9405,5.7453,6.4,4.9891,6.4722,6.0912,1.5433
88.1515,2.9932,5.3124,9.4816,2.7352,1.3415,8.0142,2.112
99.9253,8.6292,4.7589,6.4236,3.873,8.0335,3.4856,7.1952
90.3022,6.3374,6.7667,6.3055,2.7162,5.5525,2.6721,7.3899
73.5734,1.7754,6.3757,6.7332,3.9015,3.8087,6.7134,2.1708
119.588,9.5502,5.8077,8.4769,1.7231,5.0867,4.9969,9.83
49.6433,1.2593,8.4621,8.1507,10.1407,2.2089,2.8176,8.6854
109.6153,6.0145,-0.2575,2.4693,0.3254,10.0952,9.9936,0.1929
120.1794,10.0921,0.0033,-0.3979,0.3849,0.4375,10.2422,-0.055
75.9349,5.2709,7.8487,7.8003,6.6379,6.7305,-0.0761,8.7828
69.6482,8.7869,3.6458,4.9076,3.7485,4.618,3.4667,6.2528
79.0792,9.9535,3.4457,8.4705,2.6631,8.0169,3.2386,8.3772
65.9163,7.0288,4.9951,7.129,5.7771,5.0476,6.5294,5.1955
66.7927,7.8254,7.03,5.4756,7.4254,2.908,5.2381,3.0897
67.588,4.8961,7.0857,7.7401,7.0102,6.7667,0.0393,9.7617
72.2666,6.1084,4.4337,5.0316,4.1543,5.1319,4.0699,6.0471
72.2921,7.7052,4.6784,7.364,4.2345,5.5188,4.7531,7.5316
72.7674,5.9255,5.5951,6.9766,6.5,2.699,5.0295,3.2032
79.8205,9.6985,6.8928,6.8821,1.5474,1.7301,6.0576,4.4121
81.5355,4.8765,6.4429,5.9473,4.7084,6.2896,5.6374,2.2125
87.75,2.9791,4.574,9.3454,3.4485,1.1677,8.0876,2.2915
99.8336,9.2441,5.0365,6.0917,4.3901,7.7646,2.992,6.8137
89.5029,5.9798,6.8057,5.6543,2.8073,5.759,3.3977,6.865
73.7875,1.5043,5.5002,7.304,4.0635,3.5209,7.027,1.5506
120.379,9.7964,5.5917,8.1486,1.5524,5.2677,4.6276,9.6065
50.4211,1.014,7.9044,7.7463,10.1276,2.1678,3.0451,8.5567
109.5065,6.2906,0.3264,1.8777,-0.1179,9.7384,9.5772,0.0421
119.6537,10.3355,0.3342,-0.0891,-0.4399,-0.2469,10.2677,0.4066
75.627,5.3117,7.5248,7.875,6.6512,7.2172,0.4249,9.3637
69.9239,8.933,4.486,4.6778,4.3958,4.7057,2.6599,6.4952
79.0965,9.6397,3.1472,8.04,2.572,7.99,3.0748,7.9339
